0.000000000000000000e+00,3.300000000000000155e-01,4.200000000000000178e+00,9.100000000000000311e-01,1.399999999999999911e+00,1.709999999999999964e+00
-5.999999999999996447e-01,1.600000000000000033e-01,3.100000000000000089e+00,4.500000000000000111e-01,1.500000000000000000e+00,1.302500000000000213e+00
-5.000000000000000000e-01,1.900000000000000022e-01,3.200000000000000178e+00,5.000000000000000000e-01,1.199999999999999956e+00,1.272499999999999964e+00
0.000000000000000000e+00,3.300000000000000155e-01,3.500000000000000000e+00,6.199999999999999956e-01,1.300000000000000044e+00,1.437500000000000000e+00
-5.999999999999996447e-01,1.600000000000000033e-01,3.600000000000000089e+00,6.600000000000000311e-01,1.399999999999999911e+00,1.455000000000000071e+00
-1.099999999999999645e+00,2.000000000000000042e-02,3.000000000000000000e+00,4.099999999999999756e-01,1.300000000000000044e+00,1.182500000000000107e+00
-4.000000000000003553e-01,2.200000000000000011e-01,3.399999999999999911e+00,5.799999999999999600e-01,1.500000000000000000e+00,1.425000000000000044e+00
-5.000000000000000000e-01,1.900000000000000022e-01,3.500000000000000000e+00,6.199999999999999956e-01,1.300000000000000044e+00,1.402499999999999858e+00
-1.000000000000000000e+00,5.000000000000000278e-02,2.299999999999999822e+00,1.199999999999999956e-01,1.300000000000000044e+00,9.424999999999998934e-01
-1.099999999999999645e+00,2.000000000000000042e-02,3.200000000000000178e+00,5.000000000000000000e-01,1.300000000000000044e+00,1.255000000000000115e+00
-5.000000000000000000e-01,1.900000000000000022e-01,3.500000000000000000e+00,6.199999999999999956e-01,1.600000000000000089e+00,1.477500000000000036e+00
-4.000000000000003553e-01,2.200000000000000011e-01,3.799999999999999822e+00,7.500000000000000000e-01,1.899999999999999911e+00,1.667499999999999982e+00
-7.000000000000001776e-01,1.300000000000000044e-01,3.000000000000000000e+00,4.099999999999999756e-01,1.399999999999999911e+00,1.234999999999999876e+00
-4.000000000000003553e-01,2.200000000000000011e-01,3.799999999999999822e+00,7.500000000000000000e-01,1.600000000000000089e+00,1.592499999999999805e+00
